14104.728,0,21.541,180
11850.867,0,23.257,360
9893.863,328.665,24.39,340.893
8627.89,313.552,24.507,360
8398.685,305.18,24.251,26.268
9189.981,300.217,24.079,46.102
10661.763,297.127,23.333,56.897
12493.989,295.048,22.757,69.913
14489.586,293.562,22.155,77.973
16533.619,292.493,21.541,83.032
18539.977,291.831,20.834,83.841
20441.672,291.608,20.09,83.207
22193.898,291.833,19.389,84.034
23771.408,292.483,18.731,85.497
25153.355,293.557,18.101,85.927
26321.285,295.078,17.57,83.805
27258.33,297.096,17.164,82.509
27952.861,299.677,16.97,81.2
28406.564,302.865,17.039,80.117
28638.26,306.661,17.1,80.852
28680.846,311.012,17.155,82.596
28569.361,315.845,17.289,84.451
28333.094,321.102,17.495,86.288
27993.988,326.748,17.682,88.399
27572.734,332.752,18.024,89.974
27095.377,339.051,18.721,90.465
26597.809,345.523,19.554,90.709
26121.289,352,20.012,92.146
25703.674,358.314,20.271,94.253
25373.313,4.337,20.583,96.129
25147.891,9.996,20.734,98.496
25038.113,15.262,20.875,100.802
25048.471,20.135,20.95,103.256
25176.121,24.634,20.919,106.038
25409.041,28.794,20.772,109.308
25726.131,32.658,20.6,112.618
26102.51,36.269,20.436,115.769
26512.982,39.67,20.194,119.493
26931.813,42.9,19.949,123.221
27332.217,46,19.705,126.948
27687.701,49.012,19.464,130.825
27974.348,51.978,19.258,135.114
28175.871,54.935,19.093,139.494
28287.254,57.91,18.98,143.936
28314.303,60.915,18.872,148.2
28267.373,63.957,18.767,152.297
28156.604,67.044,18.792,156.561
27989.977,70.198,18.78,160.587
27989.846,70.198,18.707,160.587
27989.832,77.699,18.621,167.986
27989.859,85.199,18.621,175.422
27989.861,92.699,18.719,182.922
27989.861,100.199,18.719,190.407
27989.998,107.699,18.678,197.907
27990.422,115.2,18.793,205.454
27990.885,122.701,18.793,212.758
27991.32,130.203,18.793,220.258
27991.455,137.704,18.793,227.758
27991.355,145.204,18.815,235.258
27990.973,152.704,18.852,242.634
27990.623,160.204,18.852,249.866
27990.502,167.703,18.84,257.366
27990.873,175.203,18.84,265.161
27991.621,182.703,18.84,272.962
27992.295,190.203,18.826,280.462
27992.648,197.703,18.826,287.813
27992.371,205.203,18.765,295.313
27991.607,212.703,18.733,302.539
27990.688,220.204,18.733,309.911
27990.119,227.706,18.733,317.411
27989.873,235.207,18.733,324.911
27989.932,242.708,18.818,332.411
27990.041,250.208,18.865,340.051
27990.195,257.707,18.809,347.603
27990.264,265.206,18.687,355.07
27990.25,272.704,18.744,2.544
27990.344,280.204,18.847,10.037
27990.461,287.705,18.9,17.485
27990.646,295.205,18.947,24.94
27990.547,302.706,18.903,32.377
27990.113,310.206,18.824,39.957
27989.479,317.705,18.789,47.651
27988.773,325.204,18.818,55.263
27988.445,332.703,18.818,62.638
27988.619,340.202,18.796,70.138
27989.223,347.702,18.826,77.781
27989.904,355.203,18.826,84.986
27990.277,2.703,18.821,92.486
27990.094,10.203,18.821,100.136
27989.68,17.703,18.811,107.636
27989.016,25.203,18.831,114.992
27988.354,32.704,18.856,122.629
27988.168,40.205,18.834,130.256
27988.25,47.705,18.859,137.641
27988.566,55.205,18.793,145.242
27988.912,62.704,18.793,152.57
27989.021,70.202,18.827,160.07
27989.035,77.702,18.912,167.621
27989.014,85.202,18.962,175.186
27989.014,92.702,18.912,182.698
27989.014,100.202,18.872,190.205
27988.896,107.702,18.912,197.732
27988.656,115.202,18.834,205.186
27988.426,122.7,18.834,212.815
27988.188,130.2,18.805,220.315
27988.098,137.699,18.805,227.912
27987.998,145.199,18.805,235.412
27988.162,152.699,18.754,242.912
27988.453,160.199,18.744,250.817
27988.574,167.699,18.748,258.461
27988.512,175.199,18.748,265.812
27988.262,182.699,18.748,273.01
27988.018,190.199,18.762,280.51
27987.84,197.699,18.739,288.159
27987.896,205.2,18.768,295.514
27988.051,212.699,18.768,303.151
27988.465,220.199,18.768,310.651
27988.707,227.699,18.768,318.151
27988.883,235.198,18.73,325.651
27988.883,242.697,18.686,333.066
27988.816,250.197,18.686,340.497
27988.732,257.698,18.581,347.997
27988.693,265.199,18.581,355.433
27988.701,272.699,18.524,2.933
27988.701,280.2,18.47,10.441
27988.701,287.7,18.47,17.969
27988.596,295.2,18.422,25.469
27988.563,302.699,18.38,33.035
27988.641,310.199,18.419,40.619
27988.867,317.699,18.419,48.019
27989.32,325.2,18.419,55.519
27989.758,332.701,18.445,63.019
27989.988,340.201,18.445,70.382
27989.748,347.701,18.428,77.882
27989.5,355.201,18.428,85.532
27989.438,2.701,18.441,93.032
27989.131,10.201,18.447,100.224
27989.072,17.701,18.458,108.027
27989.35,25.201,18.421,115.674
27989.758,32.701,18.421,122.896
27990.078,40.2,18.421,130.396
27990.24,47.7,18.394,137.896
27990.346,55.199,18.338,145.292
27990.26,62.699,18.338,152.615
27990.105,70.199,18.377,160.115
27990.035,77.7,18.251,167.668
27990.002,85.201,18.15,175.068
27990.006,92.702,18.101,182.541
27990.016,100.202,18.144,190.048
27990.016,107.702,18.144,197.521
27989.936,115.202,18.144,205.021
