26033.326,348.48,3.893,112.002,,
26033.82,355.981,3.871,88.073,,
26032.529,3.481,3.937,111.413,,
26029.525,10.981,3.959,71.491,,
26026.049,18.483,4.016,66,,
26022.463,25.985,4.038,53.544,,
26017.768,33.489,4.038,53.342,,
26012.311,40.996,4.066,60.842,,
26006.391,48.506,4.101,54.286,,
26000.836,56.021,4.184,55.824,,
25996.275,63.539,4.265,52.839,,
25992.76,71.059,4.345,51.544,,
25990.662,78.582,4.312,51.398,,
25990.006,86.106,4.312,62.908,,
25990.709,93.63,4.312,70.408,,
25992.834,101.153,4.252,77.908,,
25996.281,108.677,4.218,100.951,,
26000.76,116.2,4.265,113.489,,
26005.578,123.72,4.285,116.127,,
26011.045,131.236,4.225,118.684,,
26017.154,138.75,4.17,138.696,,
26023.082,146.262,4.191,151.72,,
26028.023,153.771,4.184,157.106,,
26031.789,161.276,4.156,166.225,,
26034.291,168.779,4.211,175.461,,
26034.973,176.28,4.204,182.301,,
26033.373,183.78,4.204,189.981,,
26030.613,191.28,4.17,197.481,,
26027.549,198.781,4.136,203.723,,
26023.863,206.284,4.101,209.645,,
26018.828,213.788,4.066,215.314,,
26012.75,221.295,4.031,220.783,,
26006.631,228.807,4.115,226.09,,
26001.17,236.322,4.197,238.837,,
25996.404,243.84,4.163,252.968,,
25992.77,251.362,4.163,256.848,,
25990.703,258.886,4.218,264.348,,
25990.096,266.411,4.218,279.433,,
25990.879,273.935,4.252,286.933,,
25993.119,281.459,4.305,297.995,,
25996.678,288.983,4.285,311.664,,
26001.094,296.506,4.252,316.451,,
26005.973,304.026,4.204,321.332,,
26011.543,311.542,4.149,326.33,,
26017.535,319.056,4.115,328.819,,
26022.912,326.568,4.115,333.815,,
26027.471,334.076,4.115,341.315,,
26031.357,341.58,4.059,348.815,,
26033.678,349.083,4.023,354.068,,
26033.74,356.584,4.045,0.903,,
26031.59,4.084,3.988,8.312,,
26029.014,11.585,4.023,17.902,,
26026.125,19.086,3.988,23.419,,
26022.172,26.588,4.023,33.775,,
26016.941,34.092,4.023,37.663,,
26011.207,41.6,4.023,45.163,,
26005.318,49.111,3.988,52.663,,
25999.752,56.626,3.937,65.689,,
25994.998,64.145,3.937,79.814,,
25991.521,71.666,3.937,87.314,,
25989.549,79.19,3.915,94.814,,
25988.994,86.714,3.915,109.429,,
25989.822,94.238,3.856,116.929,,
25992.035,101.762,3.886,135.697,,
25995.465,109.285,3.864,132.907,,
25999.848,116.807,3.774,145.332,,
26005.014,124.326,3.812,159.209,,
26010.709,131.843,3.879,164.525,,
26016.135,139.357,3.937,164.92,,
26021.283,146.868,3.937,165.883,,
26025.805,154.375,3.966,173.383,,
26029.881,161.88,4.031,175.785,,
26032.143,169.383,3.995,32.267,,
26031.957,176.884,4.023,165.954,,
26030.236,184.384,4.023,14.24,,
26028.021,191.884,4.023,21.74,,
26025.197,199.385,4.023,29.24,,
26021.09,206.887,4.002,36.74,,
26016.088,214.392,3.981,90.804,,
26010.945,221.899,3.952,148.344,,
26005.59,229.409,3.842,175.086,,
26000.051,236.923,3.842,184.97,,
25995.447,244.442,3.879,192.47,,
25992.193,251.963,3.937,202.346,,
25990.369,259.486,3.988,222.607,,
25989.881,267.009,3.988,244.151,,
25990.813,274.533,3.952,251.651,,
25993.158,282.058,3.893,242.151,,
25996.6,289.582,3.952,226.724,,
26001.107,297.103,3.952,258.907,,
26006.617,304.623,3.915,266.407,,
26012.541,312.141,3.937,258.203,,
26018.172,319.655,3.915,281.401,,
26023.795,327.166,3.849,272.908,,
26029.051,334.674,3.937,239.068,,
26033.072,342.18,3.959,272.629,,
26035.029,349.682,3.995,294.318,,
26035.152,357.183,3.995,313.298,,
26033.988,4.683,4.052,320.798,,
26031.836,12.183,3.988,339.953,,
26028.441,19.684,3.988,330.806,,
26023.795,27.187,3.988,338.306,,
26018.857,34.692,4.023,345.806,,
26013.359,42.2,4.059,356.385,,
26007.584,49.711,4.059,4.534,,
26001.746,57.226,4.059,12.034,,
25996.924,64.745,4.059,19.534,,
25993.656,72.268,3.952,27.034,,
25991.857,79.791,3.973,59.779,,
25991.373,87.314,3.908,54.135,,
25992.361,94.84,3.93,111.602,,
25994.725,102.365,3.966,100.776,,
25998.236,109.889,3.988,88.75,,
26002.793,117.411,3.988,77.593,,
26008.107,124.93,3.952,85.093,,
26013.666,132.447,3.915,110.741,,
26019.092,139.961,3.879,132.988,,
26024.742,147.471,3.849,150.021,,
26030.018,154.979,3.849,166.752,,
26033.576,162.484,3.812,174.252,,
26034.678,169.987,3.812,182.546,,
26034.432,177.487,3.789,190.046,,
26033.266,184.987,3.812,196.329,,
26030.639,192.488,3.849,206.049,,
26026.504,199.989,3.827,217.499,,
26022.092,207.492,3.849,220.145,,
26017.328,214.997,3.871,233.371,,
26011.906,222.505,3.879,248.663,,
26005.693,230.015,3.901,265.68,,
26000.051,237.531,3.789,283.351,,
25995.682,245.051,3.789,260.344,,
25992.59,252.572,3.751,267.844,,
25990.83,260.094,3.659,265.548,,
25990.436,267.618,3.619,254.746,,
25991.457,275.143,3.595,253.945,,
25993.699,282.667,3.619,253.583,,
25997.135,290.189,3.619,269.18,,
26001.818,297.71,3.659,276.68,,
26007.063,305.23,3.635,292.34,,
26012.313,312.746,3.611,291.883,,
26017.76,320.259,3.635,291.016,,
26023.633,327.769,3.666,306.406,,
26028.582,335.277,3.547,325.3,,
26031.904,342.782,3.588,316.069,,
26033.619,350.285,3.643,329.523,,
26033.867,357.785,3.643,340.866,,
26032.582,5.285,3.603,348.366,,
26029.779,12.786,3.635,354.113,,
26025.938,20.287,3.635,2.982,,
26021.641,27.79,3.572,10.482,,
26016.887,35.295,3.507,21.13,,
26011.531,42.803,3.466,37.241,,
26005.627,50.313,3.466,53.304,,
26000.123,57.829,3.424,60.804,,
25995.898,65.348,3.365,82.02,,
25992.846,72.868,3.357,105.137,,
25991.049,80.391,3.331,126.405,,
25990.703,87.916,3.34,143.725,,
25991.77,95.44,3.34,142.626,,
25994.162,102.965,3.34,150.126,,
25997.795,110.488,3.314,157.626,,
26002.764,118.009,3.279,169.585,,
26008.125,125.53,3.253,180.1,,
26013.369,133.047,3.297,187.587,,
26019.412,140.559,3.34,196.186,,
26025.629,148.07,3.374,206.381,,
26030.256,155.579,3.416,226.002,,
26033.111,163.083,3.458,244.997,,
26035.258,170.585,3.433,268.37,,
26035.875,178.086,3.458,259.218,,
26033.979,185.586,3.499,283.289,,
26030.762,193.087,3.424,305.625,,
26027.158,200.588,3.424,263.225,,
26022.986,208.091,3.424,270.725,,
26017.949,215.596,3.399,278.225,,
26011.988,223.104,3.424,267.719,,
26005.939,230.616,3.466,292.756,,
26000.625,238.132,3.491,314.241,,
25996.209,245.651,3.424,330.76,,
25992.951,253.173,3.424,319.183,,
25991.191,260.697,3.399,326.683,,
25990.916,268.223,3.374,319.874,,
25991.992,275.747,3.365,303.525,,
25994.533,283.27,3.365,272.353,,
25998.5,290.794,3.297,279.853,,
26003.164,298.318,3.227,224.072,,
26008.09,305.837,3.218,210.672,,
26013.689,313.352,3.244,212.055,,
26019.516,320.865,3.244,227.228,,
26025.014,328.376,3.288,234.728,,
26029.195,335.883,3.314,255.739,,
26032.113,343.387,3.244,279.855,,
26033.463,350.889,3.182,254.465,,
26033.277,358.39,3.227,248.077,,
26031.32,5.89,3.2,269.872,,
26028.051,13.39,3.2,262.476,,
26024.51,20.892,3.244,269.976,,
26020.83,28.395,3.374,291.895,,
26015.756,35.899,3.441,327.858,,
26009.77,43.407,3.441,343.397,,
26003.826,50.92,3.482,350.897,,
25998.773,58.436,3.523,359.451,,
25994.398,65.954,3.482,7.008,,
25991.201,73.476,3.555,15.321,,
25989.557,81,3.674,18.877,,
25989.336,88.524,3.674,22.512,,
25990.488,96.048,3.674,30.012,,
25993.09,103.571,3.635,37.512,,
25997.07,111.095,3.627,47.575,,
26001.697,118.618,3.659,58.339,,
26006.666,126.137,3.682,58.913,,
26012.602,133.652,3.619,63.064,,
26018.652,141.166,3.58,77.951,,
26024.021,148.677,3.619,89.546,,
26028.104,156.184,3.555,92.872,,
26031.684,163.688,3.491,108.585,,
26033.59,171.19,3.515,123.473,,
26033.465,178.691,3.515,127.609,,
26031.389,186.191,3.449,135.109,,
26028.42,193.691,3.482,147.769,,
26025.057,201.193,3.547,150.913,,
26020.959,208.696,3.523,153.892,,
26015.66,216.201,3.547,163.297,,
26009.848,223.709,3.588,169.456,,
26004.23,231.222,3.523,176.029,,
25998.912,238.737,3.499,184.126,,
25994.363,246.256,3.523,191.337,,
25991.279,253.779,3.564,199.683,,
25989.711,261.303,3.627,208.742,,
25989.553,268.828,3.651,221.412,,
25990.803,276.351,3.682,232.727,,
25993.52,283.876,3.721,250.556,,
25997.289,291.4,3.744,264.354,,
26001.982,298.922,3.744,278.534,,
26007.412,306.441,3.774,286.034,,
26013.416,313.957,3.751,305.452,,
26019.486,321.471,3.751,307.62,,
26024.707,328.982,3.751,315.12,,
26029.191,336.489,3.751,322.62,,
26032.955,343.993,3.774,330.12,,
26034.615,351.495,3.736,340.581,,
26033.811,358.996,3.697,345.893,,
26031.188,6.496,3.721,351.589,,
26028.58,13.996,3.697,0.049,,
26025.393,21.498,3.635,7.574,,
26020.764,29.001,3.635,19.094,,
26015.277,36.506,3.635,26.594,,
26009.576,44.015,3.611,34.094,,
26003.828,51.527,3.547,52.417,,
25998.387,59.043,3.482,101.835,,
25993.906,66.563,3.458,144.46,,
25990.963,74.086,3.458,159.81,,
25989.48,81.609,3.331,167.31,,
25989.363,89.133,3.331,180.052,,
25990.689,96.657,3.331,187.552,,
25993.377,104.182,3.374,195.052,,
25997.037,111.706,3.449,204.933,,
26001.723,119.226,3.449,232.134,,
26007.125,126.745,3.424,239.634,,
26012.83,134.261,3.449,235.676,,
26018.166,141.774,3.547,255.501,,
26023.199,149.283,3.507,292.895,,
26027.928,156.79,3.507,285.633,,
26031.221,164.294,3.531,293.133,,
26032.145,171.796,3.507,313.554,,
26030.969,179.297,3.547,309.102,,
26028.773,186.797,3.666,327.243,,
26026.404,194.297,3.666,348.313,,
26023.055,201.798,3.666,355.813,,
26018.494,209.301,3.69,3.313,,
26013.283,216.807,3.666,10.395,,
26007.84,224.316,3.603,19.386,,
26002.104,231.827,3.627,34.376,,
25996.82,239.343,3.627,36.426,,
25992.625,246.863,3.627,43.926,,
25989.85,254.385,3.682,51.426,,
25988.443,261.908,3.682,52.138,,
25988.395,269.431,3.682,59.638,,
25989.768,276.955,3.721,67.138,,
25992.402,284.48,3.682,67.142,,
25996.086,292.003,3.682,82.502,,
26000.869,299.523,3.682,90.002,,
26006.303,307.042,3.721,97.502,,
26012.033,314.558,3.721,96.469,,
26017.531,322.071,3.697,103.969,,
26023.211,329.58,3.635,119.448,,
26028.348,337.087,3.674,139.269,,
26031.703,344.592,3.674,141.732,,
26032.627,352.094,3.674,149.232,,
26032.133,359.595,3.713,156.732,,
26030.672,7.095,3.69,160.762,,
26028.188,14.595,3.713,170.788,,
26024.221,22.096,3.705,172.217,,
26019.615,29.6,3.611,181.119,,
26014.715,37.106,3.611,188.322,,
26009.291,44.614,3.728,195.822,,
26003.316,52.125,3.728,213.304,,
25997.729,59.642,3.789,220.804,,
25993.461,67.163,3.812,250.488,,
25990.646,74.686,3.774,274.76,,
25989.195,82.209,3.774,264.877,,
25989.193,89.734,3.797,272.377,,
25990.631,97.26,3.797,296.358,,
25993.301,104.785,3.736,303.858,,
25997.193,112.307,3.736,276.759,,
26002.182,119.828,3.736,284.259,,
26007.662,127.348,3.759,291.759,,
26013.127,134.864,3.759,314.998,,
26018.701,142.376,3.705,322.498,,
26024.354,149.885,3.744,316.967,,
26028.82,157.393,3.766,335.716,,
26031.703,164.897,3.744,348.544,,
26032.688,172.398,3.766,352.748,,
26032.441,179.899,3.766,1.874,,
26030.92,187.399,3.674,9.374,,
26027.672,194.899,3.674,24.372,,
26023.6,202.401,3.635,31.872,,
26019.117,209.905,3.674,57.146,,
26014.338,217.41,3.697,44.357,,
26008.773,224.918,3.759,39.295,,
26002.699,232.43,3.849,31.901,,
25997.393,239.948,3.871,30.338,,
25993.33,247.468,3.871,34.022,,
25990.631,254.99,3.819,41.522,,
25989.309,262.513,3.819,54.557,,
25989.377,270.037,3.819,62.057,,
25990.789,277.562,3.782,69.557,,
25993.527,285.085,3.819,85.231,,
25997.563,292.608,3.856,84.238,,
26002.496,300.129,3.879,83.471,,
26007.818,307.648,3.819,82.931,,
26013.178,315.163,3.879,106.574,,
26018.918,322.675,3.901,97.805,,
26024.639,330.185,3.959,96.901,,
26028.768,337.692,3.923,87.511,,
26031.291,345.196,3.901,103.38,,
26032.4,352.697,3.901,118.688,,
26032.4,0.198,3.901,126.188,,
26030.818,7.698,4.009,133.688,,
26027.813,15.198,4.009,118.101,,
26024.254,22.7,4.038,125.601,,
26020.1,30.203,4.038,112.68,,
26014.842,37.709,4.002,120.18,,
26008.857,45.218,3.886,137.184,,
26002.967,52.731,3.908,163.09,,
25997.857,60.248,3.849,168.414,,
25993.908,67.767,3.827,178.305,,
25991.162,75.289,3.827,185.965,,
25989.83,82.813,3.849,193.465,,
25989.943,90.338,3.886,202.346,,
25991.375,97.862,3.973,212.34,,
25994.248,105.385,3.995,228.469,,
25998.457,112.908,3.93,242.572,,
26003.506,120.43,3.908,231.429,,
26008.686,127.949,3.886,233.938,,
26014.381,135.464,3.886,236.613,,
26020.836,142.976,3.827,244.113,,
26026.744,150.487,3.759,241.873,,
26030.77,157.994,3.759,236.991,,
26033.418,165.498,3.759,244.491,,
26034.836,172.999,3.759,251.991,,
26034.773,180.5,3.697,259.491,,
26032.344,188,3.736,258.191,,
26029.107,195.501,3.736,270.116,,
26025.279,203.003,3.736,277.616,,
26020.98,210.506,3.697,285.116,,
26015.453,218.012,3.674,288.173,,
26008.988,225.521,3.635,291.202,,
26002.893,233.036,3.539,294.195,,
25997.662,240.553,3.58,292.316,,
25993.551,248.074,3.555,304.386,,
25990.717,255.597,3.515,307.613,,
25989.412,263.122,3.449,310.785,,
25989.586,270.648,3.449,308.927,,
25991.113,278.172,3.449,316.427,,
25994.09,285.695,3.382,323.927,,
25998.229,293.219,3.382,322.729,,
26003,300.74,3.357,330.229,,
26007.979,308.258,3.357,333.624,,
26013.521,315.772,3.314,341.124,,
26019.311,323.284,3.357,345.532,,
26024.152,330.794,3.416,355.086,,
26027.549,338.3,3.515,3.202,,
26029.959,345.803,3.539,10.06,,
26031.131,353.304,3.58,16.646,,
26030.451,0.804,3.635,22.768,,
26027.902,8.304,3.539,28.541,,
26024.611,15.805,3.539,40.968,,
26021.068,23.307,3.58,48.468,,
26016.777,30.811,3.555,52.335,,
26011.51,38.316,3.531,63.877,,
26005.676,45.825,3.539,76.134,,
25999.982,53.338,3.539,78.62,,
25995.029,60.855,3.539,86.12,,
25991.051,68.375,3.564,93.62,,
25988.434,75.897,3.531,95.957,,
25987.311,83.421,3.507,113.443,,
25987.521,90.944,3.466,125.363,,
25989.146,98.467,3.34,136.601,,
25992.113,105.991,3.34,152.088,,
25996.135,113.514,3.374,159.588,,
26000.707,121.035,3.399,164.007,,
26005.953,128.551,3.424,170.193,,
26011.889,136.066,3.424,176.809,,
26017.66,143.579,3.491,184.309,,
26022.471,151.088,3.564,192.761,,
26026.398,158.594,3.539,206.444,,
26029.479,166.097,3.539,210.329,,
26030.713,173.599,3.58,217.829,,
26029.539,181.099,3.643,230.913,,
26027.174,188.599,3.603,255.529,,
26024.416,196.1,3.643,253.088,,
26021.219,203.602,3.619,270.787,,
26016.68,211.105,3.659,267.777,,
26011.1,218.611,3.721,285.68,,
26005.654,226.121,3.759,310.768,,
26000.346,233.633,3.759,324.421,,
25995.189,241.149,3.759,331.921,,
25991.129,248.67,3.759,339.421,,
25988.672,256.193,3.736,346.921,,
25987.631,263.716,3.759,352.293,,
25987.906,271.239,3.736,0.877,,
25989.646,278.762,3.736,8.522,,
25992.719,286.287,3.736,16.022,,
25996.713,293.811,3.674,23.522,,
26001.664,301.331,3.736,41.647,,
26007.357,308.849,3.736,36.29,,
26013.445,316.365,3.774,43.79,,
26019.184,323.878,3.736,45.389,,
26024.217,331.387,3.643,59.624,,
26028.785,338.893,3.547,85.957,,
26032.229,346.397,3.588,114.431,,
26033.154,353.899,3.588,111.924,,
26031.736,1.399,3.491,119.424,,
26029.072,8.899,3.458,142.565,,
26026.377,16.4,3.458,158.653,,
26022.623,23.901,3.458,166.153,,
26017.41,31.405,3.449,173.653,,
26011.895,38.912,3.515,181.847,,
26006.209,46.422,3.58,189.864,,
26000.416,53.935,3.58,201.159,,
25995.268,61.452,3.603,208.659,,
25991.209,68.973,3.603,222.523,,
25988.801,76.497,3.635,230.023,,
25987.732,84.02,3.697,264.264,,
25988.078,91.544,3.674,303.591,,
25989.826,99.069,3.674,296.588,,
25992.811,106.593,3.651,267.747,,
25996.879,114.115,3.651,257.148,,
26002.008,121.636,3.651,264.648,,
26007.633,129.154,3.651,272.148,,
26013.137,136.67,3.651,279.648,,
26018.26,144.181,3.588,287.148,,
26023.426,151.689,3.547,258.612,,
26027.777,159.195,3.547,250.232,,
26030.26,166.699,3.572,257.732,,
26030.383,174.2,3.499,281.401,,
26029.334,181.7,3.458,243.658,,
26027.277,189.2,3.424,240.099,,
26024.41,196.701,3.357,230.593,,
26020.443,204.203,3.382,225.976,,
26015.615,211.707,3.314,239.632,,
26010.563,219.214,3.244,234.527,,
26005.172,226.723,3.2,231.844,,
25999.432,234.235,3.2,234.771,,
25994.496,241.752,3.128,242.271,,
25990.852,249.273,3.155,240.455,,
25988.555,256.795,3.182,252.717,,
25987.602,264.317,3.155,265.574,,
25988.014,271.84,3.182,267.548,,
25989.801,279.365,3.155,280.583,,
25992.77,286.889,3.182,282.564,,
25996.957,294.411,3.253,295.406,,
26001.994,301.931,3.182,311.955,,
26007.529,309.449,3.209,311.118,,
26013.059,316.964,3.209,322.566,,
26018.492,324.476,3.209,330.066,,
26024.102,331.985,3.182,337.566,,
26028.635,339.491,3.182,342.884,,
26031.18,346.995,3.182,350.384,,
26031.797,354.496,3.109,357.884,,
26031.057,1.996,3.081,4.857,,
26029.244,9.496,3.118,13.047,,
26026.146,16.997,3.164,17.668,,
26022.02,24.499,3.164,23.42,,
26017.572,32.003,3.244,30.92,,
26012.34,39.509,3.173,31.401,,
26006.717,47.019,3.173,44.358,,
26000.938,54.532,3.173,51.858,,
25995.84,62.05,3.146,59.358,,
25992.131,69.571,3.146,71.565,,
25989.805,77.093,3.146,79.065,,
25988.797,84.617,3.063,86.565,,
25989.277,92.142,3.063,110.271,,
25991.139,99.668,3.091,117.771,,
25994.244,107.192,3.118,109.393,,
25998.533,114.714,3.164,111.145,,
26003.785,122.235,3.137,112.765,,
26009.168,129.754,3.137,125.814,,
26014.549,137.268,3.109,133.314,,
26020.311,144.779,3.109,144.885,,
26024.904,152.288,3.155,152.385,,
25857.664,159.793,8.275,157.051,,
25438.59,167.144,36.814,182.483,,
24904.689,174.353,94.961,188.035,,
24341.67,181.66,177.496,190.28,,
23786.98,189.226,277.888,192.334,,
23260.406,197.104,389.81,194.528,,
22774.656,205.281,508.766,196.859,,
22340.461,213.724,631.618,199.312,,
21969.775,222.39,756.783,201.871,,
21674.418,231.213,881.503,204.505,,
21461.041,240.082,1003.95,207.223,,
21325.195,248.87,1121.826,210.028,,
21253.111,257.465,1232.966,212.938,,
21225.939,265.778,1336.08,215.968,,
21222.377,273.754,1429.563,219.131,,
21221.576,281.387,1512.627,222.454,,
21202.869,288.683,1584.593,225.95,,
21146.063,295.659,1644.95,229.651,,
21032.93,302.351,1693.995,233.588,,
20848.043,308.806,1731.864,237.789,,
20580.844,315.08,1759.467,242.311,,
20222.943,321.233,1777.98,247.191,,
19767.83,327.332,1788.922,252.477,,
19211.617,333.442,1794.018,258.228,,
18560.555,339.635,1795.424,264.507,,
17827.906,346,1795.433,271.352,,
17036.352,352.631,1796.412,278.792,,
16211.238,359.634,1800.613,286.829,,
15379.001,7.107,1809.958,295.402,,
14560.033,15.143,1825.848,304.395,,
13774.34,23.814,1849.129,313.642,,
13045.256,33.154,1880.101,322.95,,
12402.086,43.133,1918.363,332.13,,
11873.877,53.605,1963.135,341.027,,
11482.881,64.303,2012.8,349.534,,
11230.312,74.869,2065.425,357.601,,
11095.503,84.962,2119.284,5.231,,
11044.411,94.357,2172.332,12.458,,
11037.938,102.956,2222.789,19.34,,
11035.647,110.757,2269.34,25.945,,
10997.476,117.805,2310.664,32.343,,
10884.129,124.176,2345.915,38.606,,
10657.464,129.944,2374.652,44.801,,
10280.16,135.183,2396.793,50.993,,
9719.105,139.955,2412.686,57.242,,
8928.339,144.331,2422.917,63.606,,
7832.208,148.343,2428.466,70.14,,
6287.786,151.988,2430.643,76.896,,
4871.153,155.236,2430.943,83.917,,
4316.852,159.241,2430.808,91.193,,
4234.854,165.22,2430.878,98.641,,
4264.889,172.481,2431.026,106.15,,
4305.433,180.038,2430.817,113.662,,
4329.105,187.538,2430.126,121.151,,
4332.635,194.993,2429.014,128.625,,
4328.757,202.48,2427.594,136.094,,
4325.762,210.001,2425.769,143.563,,
4322.646,217.524,2423.699,151.032,,
4319.639,225.054,2421.218,158.505,,
4318.455,232.593,2418.388,165.983,,
4317.708,240.113,2415.443,173.467,,
4316.32,247.63,2412.178,180.959,,
4315.448,255.174,2408.9,188.46,,
4315.189,262.717,2405.663,195.972,,
4315.187,270.243,2402.433,203.493,,
4315.6,277.779,2399.371,211.025,,
4316.269,285.321,2396.41,218.568,,
4316.997,292.854,2393.746,226.123,,
4318.18,300.378,2391.515,233.687,,
4319.582,307.905,2389.662,241.257,,
4320.66,315.43,2388.228,248.834,,
4321.83,322.944,2387.269,256.417,,
4323.271,330.456,2386.792,264.003,,
4324.185,337.967,2386.815,271.593,,
4324.721,345.472,2387.305,279.18,,
4325.085,352.974,2388.211,286.763,,
4325.389,0.474,2389.497,294.341,,
4325.569,7.974,2391.085,301.912,,
4325.51,15.474,2392.883,309.476,,
4325.51,22.974,2394.857,317.03,,
4325.245,30.474,2397.026,324.575,,
4324.808,37.976,2399.177,332.113,,
4324.249,45.481,2401.285,339.641,,
4323.7,52.988,2403.431,347.16,,
4323.139,60.498,2405.388,354.672,,
4322.739,68.011,2407.207,2.176,,
4322.549,75.525,2408.906,9.675,,
4322.433,83.035,2410.417,17.168,,
4322.452,90.549,2411.722,24.656,,
4322.597,98.063,2412.897,32.142,,
4322.815,105.576,2413.891,39.624,,
4323.156,113.086,2414.671,47.104,,
4323.625,120.597,2415.279,54.584,,
4324.119,128.107,2415.724,62.063,,
4324.649,135.616,2416.054,69.542,,
4325.097,143.123,2416.241,77.021,,
4325.533,150.627,2416.31,84.5,,
4325.648,158.13,2416.273,91.981,,
4325.588,165.631,2416.126,99.462,,
4325.096,173.131,2415.844,106.943,,
4324.665,180.63,2415.512,114.422,,
4324.178,188.13,2415.092,121.905,,
4323.643,195.631,2414.559,129.389,,
4323.014,203.133,2413.947,136.874,,
4322.314,210.636,2413.187,144.36,,
4321.424,218.142,2412.275,151.848,,
4320.633,225.651,2411.306,159.336,,
4319.73,233.161,2410.106,166.828,,
4318.965,240.677,2408.879,174.321,,
4318.503,248.195,2407.696,181.818,,
4318.211,255.71,2406.431,189.319,,
4318.018,263.225,2405.062,196.824,,
4318.034,270.746,2403.803,204.334,,
4318.234,278.266,2402.588,211.847,,
4318.566,285.784,2401.406,219.365,,
4319.046,293.3,2400.428,226.888,,
4319.603,300.815,2399.535,234.412,,
4320.277,308.328,2398.765,241.942,,
4321.063,315.839,2398.205,249.476,,
4321.799,323.35,2397.855,257.011,,
4322.553,330.857,2397.713,264.546,,
