Y01-AA-FOR-0098 Project Stock Record ,,,,,,,,,,,
,,,,,,,,,,,
PART NUMBER,DESCRIPTION,QUANTITY,BATCH/LOT/ DATE CODE,DELIVERY NUMBER,DATE RECEIVED,JOB/PROJECT REF.,LOCATION,COMMENTS,PURCHASE ORDER NUMBER,LINK TO DELIVERY NOTE ,
DHT12,M12 SECONDARY CENTRE TAP,1,,174-395538,24/11/2017,A72,A72,,PO002624,U:\DOC807.pdf,
CIHBL1-4.6,TERMINAL,500,,174-395538,24/11/2017,A72,A72,,PO002624,U:\DOC807.pdf,
CIHBL2-4.6,TERMINAL,500,,174-395538,24/11/2017,A72,A72,,PO002624,U:\DOC807.pdf,
CIHBL2-3.2,TERMINAL,500,,174-395538,24/11/2017,A72,A72,,PO002624,U:\DOC807.pdf,
CIB1-10,BLADE TERMINAL,200,,174-395538,24/11/2017,A72,A72,,PO002624,U:\DOC807.pdf,
CIB1-18,BLADE TERMINAL,200,,174-395538,24/11/2017,A72,A72,,PO002624,U:\DOC807.pdf,
CIB2-10,BLADE TERMINAL,200,,174-395538,24/11/2017,A72,A72,,PO002624,U:\DOC807.pdf,
CIB2-18,BLADE TERMINAL,200,,174-395538,24/11/2017,A72,A72,,PO002624,U:\DOC807.pdf,
CIR2-3,RING TERMINAL,200,,174-395538,24/11/2017,A72,A72,,PO002624,U:\DOC807.pdf,
CIR2-4,RING TERMINAL,200,,174-395538,24/11/2017,A72,A72,,PO002624,U:\DOC807.pdf,
CW 50,GLAND KIT,8,,174-395538,24/11/2017,A72,A72,,PO002624,U:\DOC807.pdf,
CW 32,GLAND KIT,8,,174-395538,24/11/2017,A72,A72,,PO002624,U:\DOC807.pdf,
CW 25,GLAND KIT,20,,174-395538,24/11/2017,A72,A72,,PO002624,U:\DOC807.pdf,
CW20,GLAND KIT,12,,174-395538,24/11/2017,A72,A72,,PO002624,U:\DOC807.pdf,
CW 20S,GLAND KIT,32,,174-395538,24/11/2017,A72,A72,,PO002624,U:\DOC807.pdf,
HSS,5.5MM HSS DRILL BIT,1,N/A,174-395538,24/11/2017,A72,A72,,PO002624,U:\DOC807.pdf,
HSS,7.5MM HSS DRILL BIT,1,N/A,174-395538,24/11/2017,A72,A72,,PO002624,U:\DOC807.pdf,
HSS,9.5MM HSS DRILL BIT,1,N/A,174-395538,24/11/2017,A72,A72,,PO002624,U:\DOC807.pdf,
HSS,11.5MM HSS DRILL BIT,1,N/A,174-395538,24/11/2017,A72,A72,,PO002624,U:\DOC807.pdf,
K 2140,WHITE 30MM 1 GANG BOX,12,,174-394689,24/11/2017,A54,A54,,PO002612,U:\DOC808.pdf,
3651-0722,WESTERMO ,5,,174-394689,24/11/2017,A54,A54,,PO002612,U:\DOC808.pdf,
1100-0131,WESTERMO ,5,,174-394689,24/11/2017,A54,A54,,PO002612,U:\DOC808.pdf,
362-594,COMMS CABLE,100M,,174-394689,24/11/2017,A54,A54,,PO002612,U:\DOC808.pdf,
ASF53202,SCHNEIDER IC60H MCB  DP B 2A,12,,174-394689,24/11/2017,A54,A54,,PO002612,U:\DOC808.pdf,
1.5MM,BLUE TRI-RATED 1.5MM CABLE,100M,,174-394689,24/11/2017,A54,A54,,PO002612,U:\DOC808.pdf,
1.5MM,BROWN TRI-RATED 1.5MM CABLE,100M,,174-394689,24/11/2017,A54,A54,,PO002612,U:\DOC808.pdf,
1.5MM,WHITETRI-RATED 1.5MM CABLE,200M,,174-394689,24/11/2017,A54,A54,,PO002612,U:\DOC808.pdf,
HFP1.5,HFP1.5-FB18 FLAT BLADE TERMINAL,600,,174-394689,24/11/2017,A54,A54,,PO002612,U:\DOC808.pdf,
CE015008W,PET1515 RED BOOT TERMINAL,500,,174-394689,24/11/2017,A54,A54,,PO002612,U:\DOC808.pdf,
M5,M5 x 12MM  BUTTON HEAD SCREW,300,N/A,174-394689,24/11/2017,A54,A54,,PO002612,U:\DOC808.pdf,
M5,M5 RIVET NUT,300,N/A,174-394689,24/11/2017,A54,A54,,PO002612,U:\DOC808.pdf,
,,12,,174-394689,24/11/2017,A54,A54,,PO002612,U:\DOC808.pdf,
005.634.010.01B,PATCH LEAD,12,,174-394689,24/11/2017,A54,A54,,PO002612,U:\DOC808.pdf,
CSB012,PATCH LEAD BOX,12,,174-394689,24/11/2017,A54,A54,,PO002612,U:\DOC808.pdf,
MVAA11R1AA0766C,RELAY,3,N/A,85898707,27/11/2017,A72,A72,,PO002543,U:\DOC809.pdf,
MVAW11R1BB0513A,RELAY,3,N/A,85898707,27/11/2017,A72,A72,,PO002543,U:\DOC809.pdf,
7ST6323-2CB22-3QA1 / DD,SIEMAN`S RELAY,1,BF1710510553,SIUMA0041300554,27/11/2017,A95,A95,,,U:\DOC810.pdf,
NSYCL1242ECSX,1357 P/B RELEASE LOCK,14,42/2017,31422481,27/11/2017,A54,A54,,PO002600,U:\DOC811.pdf,
0485660000,HP2 ADP2 FIXING PLATE,2,N/A,31204209,28/11/2017,A54,A54,,PO002600,U:\DOC812.pdf,
276758,RELAY 7ST6 SIDE COVER PLATE,2,N/A,N/A,29/11/2017,A95,A95,MISSING PARTS DELIVERY,PO002502,U:\DOC813.pdf,
AG02,AG02 GASKET,2,,31621606,29/11/2017,A72,A72,,PO002626,U:\DOC814.pdf,
MAS0808030R5,ELDON ENCLOSURE,1,,31395592,29/11/2017,A72,A72,,PO002626,U:\DOC815.pdf,
T4360A,HONEYWELL THERMOSTAT,12,,174-396185,29/11/2017,A54,A54,,PO002612,U:\DOC818.pdf,
3651-0722,WESTERMO ,7,,174-396185,29/11/2017,A54,A54,,PO002612,U:\DOC818.pdf,
1100-0131,WESTERMO ,7,,174-396185,29/11/2017,A54,A54,,PO002612,U:\DOC818.pdf,
212-244,YELLOW LED 22MM LIGHT 48-65VDC,1,,1136129089,29/11/2017,A95,A95,,PO002647,U:\DOC819.pdf,
485-2928,WIREWOUND RESISTOR 560R 7W  6X22  5%,5,,1136129089,29/11/2017,A95,A95,,PO002647,U:\DOC819.pdf,
485-2984,WIREWOUND RESISTOR 1K2 7W  6X22  5%,5,,1136129089,29/11/2017,A95,A95,,PO002647,U:\DOC819.pdf,
485-2912,WIREWOUND RESISTOR 470R 7W  6X22  5%,5,,1136129089,29/11/2017,A95,A95,,PO002647,U:\DOC819.pdf,
485-2978,WIREWOUND RESISTOR  1K 7W  6X22  5%,5,,1136129089,29/11/2017,A95,A95,,PO002647,U:\DOC819.pdf,
286-4250,SNAP ON MOUNT BRACKET M4 TAPPED HOLE,10,,1136129089,29/11/2017,A95,A95,,PO002647,U:\DOC819.pdf,
709-3810,CONTACT SOCKET  GOLD PLATED  AWG16-18,200,N/A,1136181566,30/11/2017,A95,A95,,PO002654,U:\DOC821.pdf,
FN612-100/24,SCHAFFNER FILTER,3,N/A,110000,01/12/2017,A88,A88,,PO002650,U:\DOC822.pdf,
A9SWA2025,2 x 2.5MM XLPE/PVC/SWA/PVC 0.6/1KV CABLE,42M,N/A,000809601001,04/12/2017,A72,A72,,PO002659,U:\DOC823.pdf,
A9SWA3060,3 x 6MM XPLE/PVC/SWA/PVC 0.6/1KV CABLE,9M,N/A,000809601001,04/12/2017,A72,A72,,PO002659,U:\DOC823.pdf,
A9SWA7025,7 x 2.5MM XPLE/PVC/SWA/PVC 0.6/1KV CABLE,9M,N/A,000809601001,04/12/2017,A72,A72,,PO002659,U:\DOC823.pdf,
760-8847,INTERFACE MODULE 8-DIODE,2,N/A,1136277832,04/12/2017,A95,A95,,PO002656,U:\DOC824.pdf,
760-8847,INTERFACE MODULE 8-DIODE,4,N/A,1136271400,04/12/2017,A95,A95,,PO002656,U:\DOC825.pdf,
363-301,6491B LSZH GREEN/YELLOW CABLE,100M,29/09/17,1136293343,04/12/2017,A95,A95,,PO002661,U:\DOC826.pdf,
CGLNM25B,M25 NYLON CABLE GLAND BLACK,10,N/A,174-396190,05/12/2017,A72,A72,,PO002624,U:\DOC827.pdf,
CIR1-3 ,RED RING TERMINAL,200,02/2017,174-396190,05/12/2017,A72,A72,,PO002624,U:\DOC827.pdf,
212-244,YELLOW LED 22MM LIGHT 48-65VDC,7,N/A,1136312402,05/12/2017,A95,A95,,PO002647,U:\DOC828.pdf,
TA201700,RCV50/16P CHARGER SYSTEM,1,N/A,D089243,07/12/2017,A72,A72,,PO002414,U:\DOC846.pdf,
TA201701,12FIT40 CELLS BATTERY,4,N/A,D089243,07/12/2017,A72,A72,,PO002414,U:\DOC846.pdf,
EL001,ENGRAVED LABELS,12,N/A,DN117313,11/12/2017,A54,A54,,PO002673,U:\DOC848.pdf,
0218660000,SAK2.5/EN TERMINAL,150,N/A,174-396192,11/12/2017,A72,A72,,PO002632,U:\DOC857.pdf,
0211360000,AP END SECTION PLATE,20,N/A,174-396192,11/12/2017,A72,A72,,PO002632,U:\DOC857.pdf,
0292460000,SCHT 5  GROUP MARKER,20,N/A,174-396192,11/12/2017,A72,A72,,PO002632,U:\DOC857.pdf,
0206160000,EWK 1 END BRACKET,10,N/A,174-396192,11/12/2017,A72,A72,,PO002632,U:\DOC857.pdf,
798-9430,150MM CABLE TRAY,12M,N/A,1136670122,13/12/2017,A72,A72,,PO002676,U:\DOC858.pdf,
760-8847,INTERFACE MODULE 8-DIODE,2,N/A,1136702688,14/12/2017,A95,A95,,PO002656,U:\DOC859.pdf,
60.13.9.048.5070,FINDER  RELAY 48VDC GOLD CONTACT,10,52461325,31249344,15/12/2017,A72,A72,,PO002582,U:\DOC860.pdf,
60.13.9.110.5070,FINDER  RELAY 110VDC GOLD CONTACT,10,52461330,31249344,15/12/2017,A72,A72,,PO002582,U:\DOC860.pdf,
AF02R5,GLAND PLATE,2,N/A,31621938,15/12/2017,A72,A72,,PO002626,U:\DOC861.pdf,
MK ER2 ,WHITE PVC REDUCER,24,N/A,174-398752,19/12/2017,A72,A72,,PO002680,U:\DOC862.pdf,
GR5000028436,RVL-120-120 BIDIRECTIONAL VLD,15,12/2017,10366,19/12/2017,,,,PO002598,U:\DOC863.pdf,
EPKT17C3XIH2,XPLE INDOOR TERMINATION KIT,8,N/A,TD426812,19/12/2017,A72,A72,,PO002686,U:\DOC864.pdf,
SMOE 62803,UNIVERSAL COLD APPLIED BOOT KIT,8,37/2017,TD426812,19/12/2017,A72,A72,,PO002686,U:\DOC864.pdf,
EAKT 1606,RAYCHEM GLAND KIT SIZE Y,8,40/2017,TD426812,19/12/2017,A72,A72,,PO002686,U:\DOC864.pdf,
EAKT 1656 ,SOLDERLESS SCREEN EARTH KIT,8,T32430,TD426812,19/12/2017,A72,A72,,PO002686,U:\DOC864.pdf,
BLMT 95/240-13 ,36KV SHEARBOLT LUG,24,36/2017,TD426812,19/12/2017,A72,A72,,PO002686,U:\DOC864.pdf,
1131,K-TYPE 12 DIGIT CARRIER STRIP,500,10/2017,32142895,21/12/2017,A72,A72,,PO002694,U:\DOC865.pdf,
1130,K-TYPE 18 DIGIT CARRIER STRIP,250,10/2016,32142895,21/12/2017,A72,A72,,PO002694,U:\DOC865.pdf,
1361,NO. 0 K-TYPE BLACK /YELL SIZE 65  MARKER,500,11/2017 OJ,32142895,21/12/2017,A72,A72,,PO002694,U:\DOC865.pdf,
1361,NO. 1  K-TYPE BLACK /YELL SIZE 65  MARKER,500,11/2017 KB,32142895,21/12/2017,A72,A72,,PO002694,U:\DOC865.pdf,
1361,NO. 2 K-TYPE BLACK /YELL SIZE 65  MARKER,500,11/2017 OJ,32142895,21/12/2017,A72,A72,,PO002694,U:\DOC865.pdf,
1361,NO. 3 K-TYPE BLACK /YELL SIZE 65  MARKER,500,12/2017 KB,32142895,21/12/2017,A72,A72,,PO002694,U:\DOC865.pdf,
1361,NO. 4 K-TYPE BLACK /YELL SIZE 65  MARKER,500,11/2017 OJ,32142895,21/12/2017,A72,A72,,PO002694,U:\DOC865.pdf,
1361,NO. 5 K-TYPE BLACK /YELL SIZE 65  MARKER,500,11/2017 OJ,32142895,21/12/2017,A72,A72,,PO002694,U:\DOC865.pdf,
1361,NO. 6 K-TYPE BLACK /YELL SIZE 65  MARKER,500,10/2017 OJ,32142895,21/12/2017,A72,A72,,PO002694,U:\DOC865.pdf,
1361,NO. 7 K-TYPE BLACK /YELL SIZE 65  MARKER,500,09/2017 OJ,32142895,21/12/2017,A72,A72,,PO002694,U:\DOC865.pdf,
1361,NO. 8 K-TYPE BLACK /YELL SIZE 65  MARKER,500,11/2017 OJ,32142895,21/12/2017,A72,A72,,PO002694,U:\DOC865.pdf,
1361,NO.9  K-TYPE BLACK /YELL SIZE 65  MARKER,500,08/2017 OJ,32142895,21/12/2017,A72,A72,,PO002694,U:\DOC865.pdf,
1130,K-TYPE 18 DIGIT CARRIER STRIP,250,50/2017,32143652,03/01/2018,A72,A72,,PO002694,U:\DOC866.pdf,
M6,M6 x 20MM SOCKET BUTTON SCREW,100,N/A,174-399649,03/01/2018,A72,A72,,PO002698,U:\DOC867.pdf,
SS0625,M6 x 25MM  HEX SET SCREW,100,N/A,174-399649,03/01/2018,A72,A72,,PO002698,U:\DOC867.pdf,
M6,M6 SHAKEPROOF WASHER,100,N/A,174-399649,03/01/2018,A72,A72,,PO002698,U:\DOC867.pdf,
A2XGY016,6491X GR/YELL 16MM(H07V-R) BASEC CABLE,50M,N/A,000813648001,05/01/2018,A72,A72,,PO002715,U:\DOC868.pdf,
A9SWA0715,7x1.5MM XLPE/PVC/SWA/PVC  0.6/1KV  CABLE,70M,N/A,000813648001,05/01/2018,A72,A72,,PO002715,U:\DOC868.pdf,
A9SWA2015 ,2x 1.5MM XLPE/PVCSWA/PVC 0.6/1KV  CABLE,25M,N/A,000813648001,05/01/2018,A72,A72,,PO002715,U:\DOC868.pdf,
FCGCW20S,CW 20S GLAND KIT (BRASS PK2),10,N/A,000813648001,05/01/2018,A72,A72,,PO002715,U:\DOC868.pdf,
I0115P1T2CLBK,1PR1.5MM CL2 PIT2 CABLE,60M,N/A,000813648001,05/01/2018,A72,A72,,PO002715,U:\DOC868.pdf,
0412160000,SAKR TERMINAL,150,N/A,32230428,05/01/2018,A72,A72,,PO002705,U:\DOC869.pdf,
0211360000,SAKR TERMINAL END PLATE,30,N/A,1137297725,05/01/2018,A72,A72,,S.MULLIGAN,U:\DOC870.pdf,
607-998,25MM STEEL LOCKING RING,50,N/A,1137265792,05/01/2018,A72,A72,,PO002718,U:\DOC871.pdf,
233-455,100MM x 2.5MM BLACK CABLE TIE,500,33/2017,1137265792,05/01/2018,A72,A72,,PO002718,U:\DOC871.pdf,
688-1259,8MM BLUE RING TERMINAL,100,N/A,1137265792,05/01/2018,A72,A72,,PO002718,U:\DOC871.pdf,
822-9883,REDUCER GLAND 25MM BLACK,100,N/A,1137328759,08/01/2018,A72,A72,,PO002718,U:\DOC872.pdf,
0211360000,AP END SECTION PLATE,15,N/A,32397103,09/01/2018,A72,A72,,PO002734,U:\DOC873.pdf,
0412160000,SAKR TERMINAL,100,N/A,32397103,09/01/2018,A72,A72,,PO002734,U:\DOC873.pdf,
0206160000,EWK 1 END BRACKET,6,N/A,32397103,09/01/2018,A72,A72,,PO002734,U:\DOC873.pdf,
S1120.AW0040,SURFACE MOUNT LEAF HINGE BLACK,18,N/A,SDN139099,10/01/2018,A95,A95,ORDERED 20 - RECEIVED 18  ,PO002738,U:\DOC876.pdf,
EPKT17C3XIH2,XPLE INDOOR TERMINATION KIT,2,N/A,TD427674,10/01/2018,A72,A72,,PO002736,U:\DOC877.pdf,
EPKT17CXOH2,XPLE OUTDOOR TERMINATION KIT,2,N/A,TD427674,10/01/2018,A72,A72,,PO002736,U:\DOC877.pdf,
SMOE 62803,UNIVERSAL COLD APPLIED BOOT KIT,4,37/2017,TD427674,10/01/2018,A72,A72,,PO002736,U:\DOC877.pdf,
EAKT1606 ,RAYCHEM GLAND KIT SIZE Y,4,T28391,TD427674,10/01/2018,A72,A72,,PO002736,U:\DOC877.pdf,
EAKT 1656 ,SOLDERLESS SCREEN EARTH KIT,4,T32430,TD427674,10/01/2018,A72,A72,,PO002736,U:\DOC877.pdf,
BLMT 95/240-13 ,36KV SHEARBOLT LUG,6,N/A,TD427674,10/01/2018,A72,A72,,PO002736,U:\DOC877.pdf,
FG-TSP-0000010,110VDC SURGE PROTECTOR,2,N/A,31141624,10/01/2018,A72,A72,,PO002582,U:\DOC878.pdf,
FG-TSP-000008,48VDC SURGE PROTECTOR,4,N/A,31141624,10/01/2018,A72,A72,,PO002582,U:\DOC878.pdf,
10450053,50 x 50MM TRUNKING,12M,20370-SG,32397130,10/01/2018,A72,A72,,PO002734,U:\DOC879.pdf,
425-752,SAKR TERMINAL END PLATE,30,N/A,1137441002,10/01/2018,A72,A72,,PO002713,U:\DOC880.pdf,
515-5565,HEAT SHRINK TUBE 12MM WHITE,1,N/A,1137441002,10/01/2018,A72,A72,,PO002713,U:\DOC880.pdf,
733-5883,HEAT SHRINK TUBE 9MM WHITE,1,N/A,1137441002,10/01/2018,A72,A72,,PO002713,U:\DOC880.pdf,
176-062,GALVANISED STEEL 1 HOLE FLAT PLATE 12MM,30,N/A,1137440092,10/01/2018,A72,A72,,PO002729,U:\DOC881.pdf,
M3 ,M3 x 8MM POZI PAN TAPTIGHT SCREW,6, N/A,174-400993,11/01/2018,A72,A72,,PO002737,U:\DOC884.pdf,
M5,M5 x 16MM FLANGE SOCKET BUTTON,60,N/A,174-400993,11/01/2018,A72,A72,,PO002737,U:\DOC884.pdf,
FWM5FRO- S-SB,SCREW,60,N/A,174-400993,11/01/2018,A72,A72,,PO002737,U:\DOC884.pdf,
B270,STUDLOCK 50ML,1,12317,174-400993,11/01/2018,A72,A72,,PO002737,U:\DOC884.pdf,
HN06,M6 FULL NUT,100,N/A,174-400993,11/01/2018,A72,A72,,PO002737,U:\DOC884.pdf,
PW06,M6 x 25MM PENNY WASHER,100,N/A,174-400993,11/01/2018,A72,A72,,PO002737,U:\DOC884.pdf,
SS0625,M6 x 25MM HEX SET SCREW,100,N/A,174-400993,11/01/2018,A72,A72,,PO002737,U:\DOC884.pdf,
HN08,M8 FULL NUT,100,N/A,174-400993,11/01/2018,A72,A72,,PO002737,U:\DOC884.pdf,
PW08,M8 x 25MM PENNY WASHER,100,N/A,174-400993,11/01/2018,A72,A72,,PO002737,U:\DOC884.pdf,
SS0825,M8 x 25MM HEX SET SCREW,100,N/A,174-400993,11/01/2018,A72,A72,,PO002737,U:\DOC884.pdf,
HN10,M10 FULL NUT,100,N/A,174-400993,11/01/2018,A72,A72,,PO002737,U:\DOC884.pdf,
PW10,M10 x 25MM PENNY WASHER,100,N/A,174-400993,11/01/2018,A72,A72,,PO002737,U:\DOC884.pdf,
SS1025,M10 x 25MM HEX SET SCREW,100,N/A,174-400993,11/01/2018,A72,A72,,PO002737,U:\DOC884.pdf,
0412160000,SAKR TERMINAL,152,N/A,32397102,11/01/2018,A72,A72,,PO002734,U:\DOC885.pdf,
0392460000,SCHT 5  GROUP MARKER,15,N/A,32397102,11/01/2018,A72,A72,,PO002734,U:\DOC885.pdf,
709-3573,TT2310-P24  CABLE PLUG 24 WAY PIN,2,22/2017,1137485457,11/01/2018,A95,A95,,PO002741,U:\DOC886.pdf,
709-3753,TT238SR-70 BACKSHELL STRAIN RELIEF,2,N/A,1137485457,11/01/2018,A95,A95,,PO002741,U:\DOC886.pdf,
709-3787,TT9314P-G2  CONTACT PIN GOLD PLATE,50,N/A,1137520526,11/01/2018,A95,A95,,PO002741,U:\DOC887.pdf,
S1120.AW0040,SURFACE MOUNT LEAF HINGE BLACK,2,N/A,SDN139152,11/01/2018,A95,A95,2 RECEIVED FROM SHORTAGE 10/01/2018,PO002738,U:\DOC891.pdf,
AF02R5,GLAND PLATE,2,N/A,32318472,15/01/2018,A72,A72,,PO002717,U:\DOC888.pdf,
0538960000,DK4/35 1D A1  TERMINAL,25,N/A,32311956,18/01/2018,A72,A72,,PO002720,U:\DOC893.pdf,
ACH20/20/230,PENTAGON CUBICLE HEATER,12,N/A,32437495,18/01/2018,A54,A54,,PO002600,U:\DOC894.pdf,
14350,TINSLEY MODULE,1,N/A,27247,22/01/2018,A72,A72,,PO002429,U:\DOC896.pdf,
INSM25,M25 NYLON GLAND INSULATOR,20,N/A,174-402451,23/01/2018,A72,A72,,PO002746,U:\DOC897.pdf,
INSM20,M20 NYLON GLAND INSULATOR,24,N/A,174-402451,23/01/2018,A72,A72,,PO002746,U:\DOC897.pdf,
NLN50B,LOCKNUT 50MM BLACK NYLON,10,N/A,174-402451,23/01/2018,A72,A72,,PO002746,U:\DOC897.pdf,
NLN25B,LOCKNUT 25MM BLACK NYLON,20,N/A,174-402451,23/01/2018,A72,A72,,PO002746,U:\DOC897.pdf,
NLN20B,LOCKNUT 20MM BLACK NYLON,24,N/A,174-402451,23/01/2018,A72,A72,,PO002746,U:\DOC897.pdf,
A2 ,M32 BRASS NICKEL PLATED A2 GLAND,6,23/2017,174-402451,23/01/2018,A72,A72,,PO002746,U:\DOC897.pdf,
INSM32,M32 NYLON GLAND INSULATOR,6,N/A,174-402451,23/01/2018,A72,A72,,PO002746,U:\DOC897.pdf,
M32,32MM GALV LOCKRING,6,N/A,174-402451,23/01/2018,A72,A72,,PO002746,U:\DOC897.pdf,
624-1213,RED HOOK BLADE INSULATED CRIMP,600,38/2017,1138019442,24/01/2018,A95,A95,,PO002780,U:\DOC898.pdf,
688-1195,RED 10MM BLADE CRIMP,200,N/A,1138019442,24/01/2018,A95,A95,,PO002780,U:\DOC898.pdf,
A9SWA0715,7 x 1.5MM XPLE/PVC/SWA/PVC 0.6/1KV CABLE,20M,N/A,000817411002,25/01/2018,A72,A72,,PO002792,U:\DOC899.pdf,
A9SWA1215 ,12 x 1.5 MM XLPE/PVC/SWA/PVC  0.6/1KV CABLE,17M,N/A,000817411002,25/01/2018,A72,A72,,PO002792,U:\DOC899.pdf,
A9SWA1915LSZH,19 x1.5MM XLPE/LSZH/SWA/LSZH 0.6/1KV CABLE,24M,N/A,000817411002,25/01/2018,A72,A72,,PO002792,U:\DOC899.pdf,
A9SWA2015 ,2 x 1.5MM XLPE/PVC/SWA/PVC 0.6/1KV CABLE,18M,N/A,000817411002,25/01/2018,A72,A72,,PO002792,U:\DOC899.pdf,
A9SWA2025,2 x 2.5MM XLPE/PVC/SWA/PVC 0.6/1KV CABLE,15M,N/A,000817411002,25/01/2018,A72,A72,,PO002792,U:\DOC899.pdf,
A9SWA2040 ,2 x 4.0MM XPLE/PVC/SWA/PVC 0.6/IKV CABLE,30M,N/A,000817411002,25/01/2018,A72,A72,,PO002792,U:\DOC899.pdf,
A9SWA3025,3 x 2.5MM XLPE/PVC/SWA/PVC 0.6/1KV CABLE,11M,N/A,000817411002,25/01/2018,A72,A72,,PO002792,U:\DOC899.pdf,
A9SWA3060,3 x 6MM XPLE/PVC/SWA/PVC 0.6/1KV CABLE,22M,N/A,000817411002,25/01/2018,A72,A72,,PO002792,U:\DOC899.pdf,
FCGBW20 ,BW20 GLAND KIT BRASS (PK2),6,N/A,000817411002,25/01/2018,A72,A72,,PO002792,U:\DOC899.pdf,
FCGBW20S ,BW20  GLAND KIT BRASS (PK2),50,N/A,000817411002,25/01/2018,A72,A72,,PO002792,U:\DOC899.pdf,
FCGBW25 ,BW25 GLAND KIT BRASS (PK2),6,N/A,000817411002,25/01/2018,A72,A72,,PO002792,U:\DOC899.pdf,
I0215P1T2ICLBK,2PR1.5MM CL2 PIT2 XLPE/ICAT/LS CABLE,30M,N/A,000817411002,25/01/2018,A72,A72,,PO002792,U:\DOC899.pdf,
CT35  8 ,KOMPRESS  CT35   8 LUG,10,N/A,174-403264,25/01/2018,A72,A72,,PO002770,U:\DOC900.pdf,
CT240,KOMPRESS  CT240  12 LUG,4,N/A,174-403264,25/01/2018,A72,A72,,PO002770,U:\DOC900.pdf,
CT16 ,KOMPRESS  CT16 10 LUG,25,N/A,174-403264,25/01/2018,A72,A72,,PO002770,U:\DOC900.pdf,
CT16 ,KOMPRESS  CT16  8 LUG,25,N/A,174-403264,25/01/2018,A72,A72,,PO002770,U:\DOC900.pdf,
EL001,ENGRAVED LABELS,13,N/A,DN117609,25/01/2018,A72,A72,,PO002779,U:\DOC901.pdf,
A6Q1035,H07BN4-F 1x 35MM BLACK EPR/CSP 450/750V,50M,N/A,000817100001,26/01/2018,A72,A72,,PO002767,U:\DOC902.pdf,
FHS19.1GR,19.1MM HEATSHRINK SLEEVING GREY,50M,N/A,000817100001,26/01/2018,A72,A72,,PO002767,U:\DOC902.pdf,
INSM50,M50 GLAND INSULATOR,10,N/A,174-402962,29/01/2018,A72,A72,,PO002746,U:\DOC903.pdf,
INSM50,M50 GLAND INSULATOR,4,N/A,174-402090,29/01/2018,A72,A72,,PO002749,U:\DOC904.pdf,
RCV50/63P/100,CHARGER SYSTEM & 7 - WAY DISTRIBUTOR,1,SO171492/1-001/01,D089862,29/01/2018,A72,A72,,PO002457,U:\DOC905.pdf,
12FIT101,BATTERIES,8,209718,D089862,29/01/2018,A72,A72,,PO002457,U:\DOC905.pdf,
MAS1008030R5,ELDON ENCLOSURE,1,N/A,32790834,29/01/2018,A72,A72,,PO002732,U:\DOC906.pdf,
AF02R5,GLAND PLATE,2,N/A,32421879,29/01/2018,A72,A72,,PO002732,U:\DOC907.pdf,
AG02,GLAND PLATE GASKET,2,N/A,32421879,29/01/2018,A72,A72,,PO002732,U:\DOC907.pdf,
MAS1008026R5,ELDON ENCLOSURE,1,,32967144,30/01/2018,A96,A96,,PO002812,U:\DOC908.pdf,
AW41,MOUNTING BRACKET,1,,32967144,30/01/2018,A96,A96,,PO002812,U:\DOC908.pdf,
PP0735H ,ELDON DIN RAIL,2,,32967144,30/01/2018,A96,A96,,PO002812,U:\DOC908.pdf,
0292460000,SCHT 5  GROUP MARKER,10,N/A,32967144,30/01/2018,A96,A96,,PO002812,U:\DOC908.pdf,
0383560000,EW35 END BRACKET,8,N/A,32967144,30/01/2018,A96,A96,,PO002812,U:\DOC908.pdf,
FSU25B-50M,25MM PVC GALV. STEEL CONDUIT BLACK,50M,,CRE/241040,31/01/2018,A72,A72,,PO002798,U:\DOC909.pdf,
YQM0505,25MM - 25MM STRAIGHT MALE CONNECTOR,10,,CRE/241040,31/01/2018,A72,A72,,PO002798,U:\DOC909.pdf,
2522754,"HS25 A1 WIREWOUND RESISTOR 75R, 25W",1,N/A,1138441488,02/02/2018,A95,A95,,PO002818,U:\DOC910.pdf,
LSF20SBW,GLAND KIT,26,N/A,174-404655,06/02/2018,A96,A96,,PO002813,U:\DOC911.pdf,
LSF20BW,GLAND KIT,6,N/A,174-404655,06/02/2018,A96,A96,,PO002813,U:\DOC911.pdf,
M32,INSULATED GLAND ADAPTOR,14,N/A,174-404655,06/02/2018,A96,A96,,PO002813,U:\DOC911.pdf,
0.75,0.75 1 PR XLPE/CAM/SWA/LSZH BLACK CABLE,16M,N/A,174-404655,06/02/2018,A96,A96,,PO002813,U:\DOC911.pdf,
6943LSH,4.0MM 3 CORE SWA LSF CABLE,20M,N/A,174-404655,06/02/2018,A96,A96,,PO002813,U:\DOC911.pdf,
GY3,3MM GREEN/YELLOW SLEEVING,100M,N/A,174-404655,06/02/2018,A96,A96,,PO002813,U:\DOC911.pdf,
GY6,6MM GREEN/YELLOW SLEEVING,100M,N/A,174-404655,06/02/2018,A96,A96,,PO002813,U:\DOC911.pdf,
3MM,3MM BLUE SLEEVING,100M,N/A,174-404655,06/02/2018,A96,A96,,PO002813,U:\DOC911.pdf,
6MM,6MM BLUE SLEEVING,100M,32/2017,174-404655,06/02/2018,A96,A96,,PO002813,U:\DOC911.pdf,
6942LSH,10MM 2 CORE SWA LSZH BLACK CABLE,8M,N/A,174-404655,06/02/2018,A96,A96,,PO002813,U:\DOC911.pdf,
